order	family	subfamily	genus	subgenus	species	spauthor	year_described	common_name	gaa_name	synonymies	itis_names	iucn	isocc	intro_isocc	aweb_uid	uri/guid	taxon_notes_public
Anura	Arthroleptidae		Leptodactylodon		stevarti	Rödel & Pauwels, 2003	2003		Leptodactylodon stevarti	Leptodactylodon stevartsi	Leptodactylodon stevartsi	Endangered (EN)	GA		6249	https://amphibiaweb.org/species/6249	
Anura	Arthroleptidae		Leptodactylodon		ventrimarmoratus	(Boulenger, 1904)			Leptodactylodon ventrimarmoratus			Vulnerable (VU)	CM		1502	https://amphibiaweb.org/species/1502	
Anura	Arthroleptidae		Leptodactylodon		wildi	Amiet & Dowsett-Lemaire, 2000	2000		Leptodactylodon wildi			Critically Endangered (CR)	CM		6547	https://amphibiaweb.org/species/6547	
Anura	Arthroleptidae		Leptopelis		anchietae	(Bocage, 1873)			Leptopelis anchietae			Least Concern (LC)	AO		3632	https://amphibiaweb.org/species/3632	
Anura	Arthroleptidae		Leptopelis		anebos	Portillo & Greenbaum, 2014	2014	Young Itombwe Forest Treefrog	Leptopelis anebos			Endangered (EN)	CD		8135	https://amphibiaweb.org/species/8135	
Anura	Arthroleptidae		Leptopelis		argenteus	(Pfeffer, 1893)		Silvery Tree Frog	Leptopelis argenteus	Hylambates argenteus	Hylambates argenteus	Least Concern (LC)	KE,MW,MZ,TZ,ZW		3633	https://amphibiaweb.org/species/3633	
Anura	Arthroleptidae		Leptopelis		aubryi	(Duméril, 1856)			Leptopelis aubryi			Least Concern (LC)	CM,CF,CG,CD,GA,NG		3634	https://amphibiaweb.org/species/3634	
Anura	Arthroleptidae		Leptopelis		aubryioides	(Andersson, 1907)	2009		Leptopelis omissus	Leptopelis omissus		Least Concern (LC)	CM,CG,GQ,GA,NG		7267	https://amphibiaweb.org/species/7267	
Anura	Arthroleptidae		Leptopelis		bequaerti	Loveridge, 1941			Leptopelis bequaerti			Data Deficient (DD)	LR		3636	https://amphibiaweb.org/species/3636	
Anura	Arthroleptidae		Leptopelis		bocagii	(Günther, 1865)		Bocage's Tree Frog	Leptopelis bocagii	Leptopelis bocagei		Least Concern (LC)	AO,BI,CD,ET,KE,MW,MZ,NA,RW,ZA,TZ,ZM,ZW		3637	https://amphibiaweb.org/species/3637	
Anura	Arthroleptidae		Leptopelis		boulengeri	(Werner, 1898)			Leptopelis boulengeri			Least Concern (LC)	CM,CG,CD,GQ,GA,NG		3638	https://amphibiaweb.org/species/3638	
Anura	Arthroleptidae		Leptopelis		brevirostris	(Werner, 1898)			Leptopelis brevirostris	Leptopelis crystallinoron, Leptopelis brevipes		Least Concern (LC)	CM,CG,GQ,GA,NG		3640	https://amphibiaweb.org/species/3640	
Anura	Arthroleptidae		Leptopelis		broadleyi	(Pfeffer, 1893)			Leptopelis argenteus	Leptopelis argenteus, Hylambates argenteus	Hylambates argenteus	Least Concern (LC)	ZW,MZ,MW		3641	https://amphibiaweb.org/species/3641	
Anura	Arthroleptidae		Leptopelis		bufonides	Schiøtz, 1967			Leptopelis bufonides			Least Concern (LC)	BJ,BF,CM,GM,GH,NG,SN		3642	https://amphibiaweb.org/species/3642	
Anura	Arthroleptidae		Leptopelis		calcaratus	(Boulenger, 1906)			Leptopelis calcaratus			Least Concern (LC)	CM,CF,CG,CD,GQ,GA,NG		3643	https://amphibiaweb.org/species/3643	
Anura	Arthroleptidae		Leptopelis		christyi	(Boulenger, 1912)			Leptopelis christyi			Least Concern (LC)	CD,TZ,UG		3644	https://amphibiaweb.org/species/3644	
Anura	Arthroleptidae		Leptopelis		concolor	Ahl, 1929			Leptopelis concolor			Least Concern (LC)	TZ,KE,SO		3645	https://amphibiaweb.org/species/3645	
Anura	Arthroleptidae		Leptopelis		cynnamomeus	(Bocage, 1893)		Cinnamon tree frog	Leptopelis cynnamomeus			Least Concern (LC)	AO,BI,CD,RW,ZM		3646	https://amphibiaweb.org/species/3646	
Anura	Arthroleptidae		Leptopelis		diffidens	Tiutenko & Zinenko, 2021	2021	Harenna Burowing Treefrog					ET		9350	https://amphibiaweb.org/species/9350	
Anura	Arthroleptidae		Leptopelis		fenestratus	Laurent, 1972			Leptopelis fenestratus			Data Deficient (DD)	CD		3647	https://amphibiaweb.org/species/3647	
Anura	Arthroleptidae		Leptopelis		fiziensis	Laurent, 1973			Leptopelis fiziensis			Data Deficient (DD)	TZ,CD		3648	https://amphibiaweb.org/species/3648	
Anura	Arthroleptidae		Leptopelis		flavomaculatus	(Günther, 1864)		Yellow-spotted tree frog	Leptopelis flavomaculatus			Least Concern (LC)	KE,MW,MZ,TZ,ZW		3649	https://amphibiaweb.org/species/3649	
Anura	Arthroleptidae		Leptopelis		gramineus	(Boulenger, 1898)			Leptopelis gramineus			Least Concern (LC)	ET		3650	https://amphibiaweb.org/species/3650	
Anura	Arthroleptidae		Leptopelis		grandiceps	Ahl, 1929	1929		Leptopelis grandiceps	Leptopelis barbouri		Vulnerable (VU)	TZ		8172	https://amphibiaweb.org/species/8172	
Anura	Arthroleptidae		Leptopelis		jordani	Parker, 1936			Leptopelis jordani			Data Deficient (DD)	AO		3652	https://amphibiaweb.org/species/3652	
Anura	Arthroleptidae		Leptopelis		karissimbensis	Ahl, 1929			Leptopelis karissimbensis			Vulnerable (VU)	CD,RW,UG		3653	https://amphibiaweb.org/species/3653	
Anura	Arthroleptidae		Leptopelis		kivuensis	Ahl, 1929			Leptopelis kivuensis			Least Concern (LC)	BI,RW,UG,CD		3654	https://amphibiaweb.org/species/3654	
Anura	Arthroleptidae		Leptopelis		lebeaui	(De Witte, 1933)			Leptopelis lebeaui			Data Deficient (DD)	CD		3655	https://amphibiaweb.org/species/3655	
Anura	Arthroleptidae		Leptopelis		mackayi	Köhler, Bwong, Schick, Veith & Lötters, 2006	2006		Leptopelis mackayi			Vulnerable (VU)	KE		6879	https://amphibiaweb.org/species/6879	
Anura	Arthroleptidae		Leptopelis		macrotis	Schiøtz, 1967			Leptopelis macrotis			Near Threatened (NT)	GH,CI,LR,SL		3656	https://amphibiaweb.org/species/3656	
Anura	Arthroleptidae		Leptopelis		marginatus	(Bocage, 1895)			Leptopelis marginatus			Data Deficient (DD)	AO		3657	https://amphibiaweb.org/species/3657	
Anura	Arthroleptidae		Leptopelis		millsoni	(Boulenger, 1895)			Leptopelis millsoni			Least Concern (LC)	CM,CF,CG,CD,GA,NG		3658	https://amphibiaweb.org/species/3658	
Anura	Arthroleptidae		Leptopelis		modestus	(Werner, 1898)			Leptopelis modestus			Least Concern (LC)	CM,CD,KE,NG		3659	https://amphibiaweb.org/species/3659	
Anura	Arthroleptidae		Leptopelis		montanus	Tiutenko & Zinenko, 2021	2021						ET		9351	https://amphibiaweb.org/species/9351	
Anura	Arthroleptidae		Leptopelis		mossambicus	Poynton, 1985		Mozambique tree frog	Leptopelis mossambicus			Least Concern (LC)	MW,MZ,ZA,SZ,ZW		5711	https://amphibiaweb.org/species/5711	
Anura	Arthroleptidae		Leptopelis		mtoewaate	Portillo & Greenbaum, 2014	2014	Kabembe Treefrog				Endangered (EN)	CD		8236	https://amphibiaweb.org/species/8236	
Anura	Arthroleptidae		Leptopelis		natalensis	(Smith, 1849)		Natal Tree Frog	Leptopelis natalensis			Least Concern (LC)	MZ,ZA		3661	https://amphibiaweb.org/species/3661	
Anura	Arthroleptidae		Leptopelis		nordequatorialis	Perret, 1966			Leptopelis nordequatorialis			Least Concern (LC)	CM,NG		3662	https://amphibiaweb.org/species/3662	
Anura	Arthroleptidae		Leptopelis		notatus	(Peters, 1875)			Leptopelis notatus	Habrahyla eiselti, Hylambates notatus, Hylambates tessmanni	Habrahyla eiselti, Hylambates notatus, Hylambates tessmanni	Least Concern (LC)	CM,CG,CD,GA,NG		3663	https://amphibiaweb.org/species/3663	
Anura	Arthroleptidae		Leptopelis		occidentalis	Schiøtz, 1967			Leptopelis occidentalis			Near Threatened (NT)	LR,CI,GH		3664	https://amphibiaweb.org/species/3664	
Anura	Arthroleptidae		Leptopelis		ocellatus	(Mocquard, 1902)			Leptopelis ocellatus			Least Concern (LC)	CM,CG,CD,GA		3665	https://amphibiaweb.org/species/3665	
Anura	Arthroleptidae		Leptopelis		oryi	Inger, 1968			Leptopelis oryi			Least Concern (LC)	CD,UG		3667	https://amphibiaweb.org/species/3667	
Anura	Arthroleptidae		Leptopelis		palmatus	(Peters, 1868)			Leptopelis palmatus			Endangered (EN)	ST		3668	https://amphibiaweb.org/species/3668	
Anura	Arthroleptidae		Leptopelis		parbocagii	Poynton & Broadley, 1987			Leptopelis parbocagii			Least Concern (LC)	AO,CD,MW,MZ,TZ,ZM		3669	https://amphibiaweb.org/species/3669	
Anura	Arthroleptidae		Leptopelis		parkeri	Barbour & Loveridge, 1928			Leptopelis parkeri			Endangered (EN)	TZ		3670	https://amphibiaweb.org/species/3670	
Anura	Arthroleptidae		Leptopelis		parvus	Schmidt & Inger, 1959			Leptopelis parvus			Data Deficient (DD)	CD		3671	https://amphibiaweb.org/species/3671	
Anura	Arthroleptidae		Leptopelis		ragazzii	(Boulenger, 1896)			Leptopelis ragazzii			Vulnerable (VU)	ET		3672	https://amphibiaweb.org/species/3672	
Anura	Arthroleptidae		Leptopelis		rufus	Reichenow, 1874			Leptopelis rufus			Least Concern (LC)	CM,CD,GA,NG		3673	https://amphibiaweb.org/species/3673	
Anura	Arthroleptidae		Leptopelis		spiritusnoctis	Rödel, 2007	2007		Leptopelis spiritusnoctis			Least Concern (LC)	BJ,CI,GH,GN,LR,NG,SL,TG		6938	https://amphibiaweb.org/species/6938	
Anura	Arthroleptidae		Leptopelis		susanae	Largen, 1977			Leptopelis susanae			Endangered (EN)	ET		3674	https://amphibiaweb.org/species/3674	
Anura	Arthroleptidae		Leptopelis		uluguruensis	Barbour & Loveridge, 1928			Leptopelis uluguruensis			Near Threatened (NT)	TZ		3675	https://amphibiaweb.org/species/3675	
Anura	Arthroleptidae		Leptopelis		vannutellii	(Boulenger, 1898)			Leptopelis vannutellii			Least Concern (LC)	ET		3676	https://amphibiaweb.org/species/3676	
Anura	Arthroleptidae		Leptopelis		vermiculatus	(Boulenger, 1909)			Leptopelis vermiculatus			Endangered (EN)	TZ		3677	https://amphibiaweb.org/species/3677	
Anura	Arthroleptidae		Leptopelis		viridis	(Günther, 1869)			Leptopelis viridis			Least Concern (LC)	BJ,BF,CM,CD,CI,GA,GM,GH,GN,GW,LR,NE,NG,SN,SL,SS,TG		3678	https://amphibiaweb.org/species/3678	
Anura	Arthroleptidae		Leptopelis		xenodactylus	Poynton, 1963		Long-toed Tree Frog	Leptopelis xenodactylus			Endangered (EN)	ZA		3679	https://amphibiaweb.org/species/3679	
Anura	Arthroleptidae		Leptopelis		yaldeni	Largen, 1977			Leptopelis yaldeni			Vulnerable (VU)	ET		3680	https://amphibiaweb.org/species/3680	
Anura	Arthroleptidae		Leptopelis		zebra	Amiet, 2001			Leptopelis zebra			Least Concern (LC)	CM,GA		5854	https://amphibiaweb.org/species/5854	
Anura	Arthroleptidae		Nyctibates		corrugatus	Boulenger, 1904			Nyctibates corrugatus			Least Concern (LC)	CM,GQ,GA,NG		1480	https://amphibiaweb.org/species/1480	
Anura	Arthroleptidae		Scotobleps		gabonicus	Boulenger, 1900			Scotobleps gabonicus			Least Concern (LC)	CM,CG,CD,GQ,GA,NG		1504	https://amphibiaweb.org/species/1504	
Anura	Arthroleptidae		Trichobatrachus		robustus	Boulenger, 1900	1900	Hairy Frog	Trichobatrachus robustus			Least Concern (LC)	AO,CM,CG,CD,GQ,GA,NG		1506	https://amphibiaweb.org/species/1506	
Anura	Ascaphidae		Ascaphus		montanus	Mittleman & Myers, 1949	2001	Rocky Mountain Tailed Frog, Inland Tailed Frog, Eastern Tailed Frog	Ascaphus montanus			Least Concern (LC)	CA,US		5822	https://amphibiaweb.org/species/5822	
Anura	Ascaphidae		Ascaphus		truei	Stejneger, 1899	1899	Pacific Tailed Frog, Coastal Tailed Frog, Western Tailed Frog	Ascaphus truei			Least Concern (LC)	US,CA		2049	https://amphibiaweb.org/species/2049	
Anura	Batrachylidae		Atelognathus		jeinimenensis	Meriggio, Veloso, Young & Núñez, 2004	2004		Atelognathus jeinimenensis			Near Threatened (NT)	AR,CL		7696	https://amphibiaweb.org/species/7696	
Anura	Batrachylidae		Atelognathus		nitoi	(Barrio, 1973)			Atelognathus nitoi	Atelognathus salai, Atelognathus ceii		Vulnerable (VU)	AR		2565	https://amphibiaweb.org/species/2565	
Anura	Batrachylidae		Atelognathus		patagonicus	(Gallardo, 1962)		Patagonia Frog	Atelognathus patagonicus	Telmatobius patagonicus	Telmatobius patagonicus	Critically Endangered (CR)	AR		2566	https://amphibiaweb.org/species/2566	
Anura	Batrachylidae		Atelognathus		praebasalticus	(Cei & Roig, 1968)			Atelognathus praebasalticus	Telmatobius praebasalticus	Telmatobius praebasalticus	Endangered (EN)	AR		2567	https://amphibiaweb.org/species/2567	
Anura	Batrachylidae		Atelognathus		reverberii	(Cei, 1969)			Atelognathus reverberii	Telmatobius reverberii	Telmatobius reverberii	Vulnerable (VU)	AR		2568	https://amphibiaweb.org/species/2568	
Anura	Batrachylidae		Atelognathus		solitarius	(Cei, 1970)			Atelognathus solitarius			Data Deficient (DD)	AR		2570	https://amphibiaweb.org/species/2570	
Anura	Batrachylidae		Batrachyla		antartandica	Barrio, 1967			Batrachyla antartandica			Least Concern (LC)	CL,AR		2580	https://amphibiaweb.org/species/2580	
Anura	Batrachylidae		Batrachyla		fitzroya	Basso, 1994			Batrachyla fitzroya			Vulnerable (VU)	AR		2581	https://amphibiaweb.org/species/2581	
Anura	Batrachylidae		Batrachyla		leptopus	Bell, 1843			Batrachyla leptopus			Least Concern (LC)	CL,AR		2582	https://amphibiaweb.org/species/2582	
Anura	Batrachylidae		Batrachyla		nibaldoi	Formas, 1997			Batrachyla nibaldoi			Least Concern (LC)	CL		5717	https://amphibiaweb.org/species/5717	
Anura	Batrachylidae		Batrachyla		taeniata	(Girard, 1855)			Batrachyla taeniata	Eupsophus taeniatus	Eupsophus taeniatus	Least Concern (LC)	CL,AR		2583	https://amphibiaweb.org/species/2583	
Anura	Batrachylidae		Chaltenobatrachus		grandisonae	(Lynch, 1975)		Puerto Eden Frog	Chaltenobatrachus grandisonae			Least Concern (LC)	AR,CL		2564	https://amphibiaweb.org/species/2564	
Anura	Batrachylidae		Hylorina		sylvatica	Bell, 1843		Emerald Forest Frog	Hylorina sylvatica			Least Concern (LC)	CL,AR		2639	https://amphibiaweb.org/species/2639	
Anura	Bombinatoridae		Barbourula		busuangensis	Taylor & Noble, 1924		Philippine Flat-headed Frog	Barbourula busuangensis			Near Threatened (NT)	PH		2038	https://amphibiaweb.org/species/2038	
Anura	Bombinatoridae		Barbourula		kalimantanensis	Iskandar, 1978		Kalimantan Jungle Toad, Bornean Flat-headed Frog	Barbourula kalimantanensis			Endangered (EN)	ID		2039	https://amphibiaweb.org/species/2039	
Anura	Bombinatoridae		Bombina		bombina	(Linnaeus, 1761)		Fire-Bellied Toad	Bombina bombina			Least Concern (LC)	AT,BY,BA,BG,HR,CZ,DK,DE,GR,HU,KZ,LV,LT,MD,PL,RO,RU,RS,SK,SI,SE,TR,UA		2041	https://amphibiaweb.org/species/2041	
Anura	Bombinatoridae		Bombina		fortinuptialis	Hu and Wu, 1978		Large-spined Bell Toad		Bombinator maximus	Bombinator maximus		CN		2042	https://amphibiaweb.org/species/2042	
Anura	Bombinatoridae		Bombina		lichuanensis	Ye and Fei, 1994		Lichuan Bell Toad	Bombina lichuanensis			Vulnerable (VU)	CN		5296	https://amphibiaweb.org/species/5296	
Anura	Bombinatoridae		Bombina		maxima	(Boulenger, 1905)		Large-webbed Bell Toad		Bombinator maximus	Bombinator maximus		CN		2043	https://amphibiaweb.org/species/2043	
Anura	Bombinatoridae		Bombina		microdeladigitora	Liu, Hu & Yang, 1960		Small-webbed Bell Toad, Hubei Fire Bellied Toad or Yunnan Fire Bellied Toad		Bombinator maximus	Bombinator maximus		CN,VN		2044	https://amphibiaweb.org/species/2044	
Anura	Bombinatoridae		Bombina		orientalis	(Boulenger, 1890)		Oriental Fire-Bellied Toad	Bombina orientalis			Least Concern (LC)	RU,KR,KP,CN		2045	https://amphibiaweb.org/species/2045	
Anura	Bombinatoridae		Bombina		pachypus	(Bonaparte, 1838)		Apennine Yellow-bellied Toad	Bombina pachypus			Endangered (EN)	IT		5994	https://amphibiaweb.org/species/5994	
Anura	Bombinatoridae		Bombina		variegata	(Linnaeus, 1758)		Yellow-Bellied Toad	Bombina variegata			Least Concern (LC)	AT,BE,BG,CZ,FR,DE,GR,HU,IT,LI,LU,MK,MD,ME,NL,PL,RO,RS,SK,SI,CH,UA		2046	https://amphibiaweb.org/species/2046	
Anura	Brachycephalidae		Brachycephalus		actaeus	Monteiro, Condez, Garcia, Comitti, Amaral & Haddad, 2018	2018					Endangered (EN) - Provisional	BR		8817	https://amphibiaweb.org/species/8817	
Anura	Brachycephalidae		Brachycephalus		albolineatus	Bornschein, Ribeiro, Blackburn, Stanley & Pie, 2016	2016					Vulnerable (VU) - Provisional	BR		8526	https://amphibiaweb.org/species/8526	
Anura	Brachycephalidae		Brachycephalus		alipioi	Pombal & Gasparini, 2006	2006		Brachycephalus alipioi			Critically Endangered (CR) - Provisional	BR		6807	https://amphibiaweb.org/species/6807	
Anura	Brachycephalidae		Brachycephalus		auroguttatus	Ribeiro, Firkowski, Bornschein & Pie, 2015	2015					Data Deficient (DD) - Provisional	BR		8338	https://amphibiaweb.org/species/8338	
Anura	Brachycephalidae		Brachycephalus		boticario	Pie, Bornschein, Firkowski, Belmonte-Lopes & Ribeiro, 2015	2015					Critically Endangered (CR) - Provisional	BR		8342	https://amphibiaweb.org/species/8342	
Anura	Brachycephalidae		Brachycephalus		brunneus	Ribeiro, Alves, Haddad & Reis, 2005	2005		Brachycephalus brunneus			Least Concern (LC) - Provisional	BR		6541	https://amphibiaweb.org/species/6541	
Anura	Brachycephalidae		Brachycephalus		bufonoides	Miranda-Ribeiro, 1920	2010					Data Deficient (DD) - Provisional	BR		7850	https://amphibiaweb.org/species/7850	
Anura	Brachycephalidae		Brachycephalus		clarissae	Folly, Vrcibradic, Siqueira, Rocha, Machado, Lopes & Pombal Jr, 2022	2022						BR		9582	https://amphibiaweb.org/species/9582	
Anura	Brachycephalidae		Brachycephalus		coloratus	Ribeiro, Blackburn, Stanley, Pie & Bornschein, 2017	2017					Vulnerable (VU) - Provisional	BR		8659	https://amphibiaweb.org/species/8659	
Anura	Brachycephalidae		Brachycephalus		crispus	Condez, Clemente-Carvalho, Haddad & Reis, 2014	2014					Data Deficient (DD) - Provisional	BR		8134	https://amphibiaweb.org/species/8134	
Anura	Brachycephalidae		Brachycephalus		curupira	Ribeiro, Blackburn, Stanley, Pie & Bornschein, 2017	2017					Least Concern (LC) - Provisional	BR		8660	https://amphibiaweb.org/species/8660	
Anura	Brachycephalidae		Brachycephalus		darkside	Guimarães, Luz, Rocha & Feio, 2017	2017					Critically Endangered (CR) - Provisional	BR		8618	https://amphibiaweb.org/species/8618	
Anura	Brachycephalidae		Brachycephalus		didactylus	(Izecksohn, 1971)		Izecksohn's Toad	Brachycephalus didactylus			Vulnerable (VU) - Provisional	BR		5536	https://amphibiaweb.org/species/5536	
Anura	Brachycephalidae		Brachycephalus		ephippium	(Spix, 1824)		Pumpkin Toadlet, Spix's Saddleback Toad, Botao de Ouro, Sapinho Dourado	Brachycephalus ephippium	Brachycephalus atelopoide		Vulnerable (VU) - Provisional	BR		2033	https://amphibiaweb.org/species/2033	
Anura	Brachycephalidae		Brachycephalus		ferruginus	Alves, Ribeiro, Haddad & Reis, 2006	2006		Brachycephalus ferruginus			Least Concern (LC) - Provisional	BR		6742	https://amphibiaweb.org/species/6742	
Anura	Brachycephalidae		Brachycephalus		fuscolineatus	Pie, Bornschein, Firkowski, Belmonte-Lopes & Ribeiro, 2015	2015					Critically Endangered (CR) - Provisional	BR		8340	https://amphibiaweb.org/species/8340	
Anura	Brachycephalidae		Brachycephalus		garbeanus	Miranda-Ribeiro, 1920	2010					Endangered (EN) - Provisional	BR		7849	https://amphibiaweb.org/species/7849	
Anura	Brachycephalidae		Brachycephalus		guarani	Clemente-Carvalho, Giaretta, Condez, Haddad & Reis, 2012	2012					Data Deficient (DD) - Provisional	BR		7906	https://amphibiaweb.org/species/7906	
Anura	Brachycephalidae		Brachycephalus		hermogenesi	(Giaretta & Sawaya, 1998)			Brachycephalus hermogenesi			Vulnerable (VU) - Provisional	BR		5514	https://amphibiaweb.org/species/5514	
Anura	Brachycephalidae		Brachycephalus		ibitinga	Condez, Monteiro, Malagoli, Trevine, Schunck, Garcia & Haddad, 2021	2021						BR		9393	https://amphibiaweb.org/species/9393	
Anura	Brachycephalidae		Brachycephalus		izecksohni	Ribeiro, Alves, Haddad & Reis, 2005	2005		Brachycephalus izecksohni			Vulnerable (VU) - Provisional	BR		6542	https://amphibiaweb.org/species/6542	
Anura	Brachycephalidae		Brachycephalus		leopardus	Ribeiro, Firkowski & Pie, 2015	2015					Endangered (EN) - Provisional	BR		8341	https://amphibiaweb.org/species/8341	
Anura	Brachycephalidae		Brachycephalus		margaritatus	Pombal & Izecksohn, 2011	2011					Endangered (EN) - Provisional	BR		7961	https://amphibiaweb.org/species/7961	
Anura	Brachycephalidae		Brachycephalus		mariaeterezae	Bornschein, Morato, Firkowski, Ribeiro & Pie, 2015	2015					Data Deficient (DD) - Provisional	BR		8336	https://amphibiaweb.org/species/8336	
Anura	Brachycephalidae		Brachycephalus		mirissimus	Pie, Ribeiro, Confetti, Nadaline & Bornschein, 2018	2018					Critically Endangered (CR) - Provisional	BR		8916	https://amphibiaweb.org/species/8916	
Anura	Brachycephalidae		Brachycephalus		nodoterga	Miranda-Ribeiro, 1920		Serra Cantareira Saddleback Toad	Brachycephalus nodoterga			Vulnerable (VU) - Provisional	BR		2034	https://amphibiaweb.org/species/2034	
